LR_raw;LR;SV_RAW;SV;DIST;SERIES
1;0,36;199;199;4;B: lower leak origin
1;0,36;205;205;4;B: lower leak origin
1;0,36;206;206;4;B: lower leak origin
1;0,36;200;200;4;B: lower leak origin
1;0,36;201;201;4;B: lower leak origin
1;0,36;203;203;4;B: lower leak origin
1;0,36;204;204;4;B: lower leak origin
1;0,36;264;264;4;B: lower leak origin
1;0,36;235;235;4;B: lower leak origin
1;0,36;227;227;4;B: lower leak origin
1;0,36;219;219;4;B: lower leak origin
1;0,36;210;210;4;B: lower leak origin
1;0,36;204;204;4;B: lower leak origin
1;0,36;210;210;4;B: lower leak origin
1;0,36;217;217;4;B: lower leak origin
1;0,36;284;284;4;B: lower leak origin
1;0,36;284;284;4;B: lower leak origin
1;0,36;295;295;4;B: lower leak origin
1;0,36;912;912;4;B: lower leak origin
1;0,36;480;480;4;B: lower leak origin
1;0,36;328;328;4;B: lower leak origin
1;0,36;347;347;4;B: lower leak origin
1;0,36;404;404;4;B: lower leak origin
1;0,36;613;613;4;B: lower leak origin
1;0,36;565;565;4;B: lower leak origin
1;0,36;495;495;4;B: lower leak origin
1;0,36;304;304;4;B: lower leak origin
1;0,36;230;230;4;B: lower leak origin
1;0,36;256;256;4;B: lower leak origin
1;0,36;261;261;4;B: lower leak origin
1;0,36;269;269;4;B: lower leak origin
1;0,36;254;254;4;B: lower leak origin
1;0,36;233;233;4;B: lower leak origin
1;0,36;233;233;4;B: lower leak origin
1;0,36;219;219;4;B: lower leak origin
1;0,36;224;224;4;B: lower leak origin
1;0,36;228;228;4;B: lower leak origin
1;0,36;224;224;4;B: lower leak origin
1;0,36;225;225;4;B: lower leak origin
1;0,36;223;223;4;B: lower leak origin
1;0,36;223;223;4;B: lower leak origin
1;0,36;222;222;4;B: lower leak origin
1;0,36;225;225;4;B: lower leak origin
1;0,36;226;226;4;B: lower leak origin
1;0,36;230;230;4;B: lower leak origin
1;0,36;228;228;4;B: lower leak origin
1;0,36;231;231;4;B: lower leak origin
1;0,36;228;228;4;B: lower leak origin
1;0,36;228;228;4;B: lower leak origin
1;0,36;228;228;4;B: lower leak origin
1;0,36;225;225;4;B: lower leak origin
1;0,36;227;227;4;B: lower leak origin
1;0,36;230;230;4;B: lower leak origin
1;0,36;229;229;4;B: lower leak origin
1;0,36;238;238;4;B: lower leak origin
1;0,36;239;239;4;B: lower leak origin
2;0,72;213;213;4;B: lower leak origin
2;0,72;210;210;4;B: lower leak origin
2;0,72;209;209;4;B: lower leak origin
2;0,72;214;214;4;B: lower leak origin
2;0,72;212;212;4;B: lower leak origin
2;0,72;213;213;4;B: lower leak origin
2;0,72;215;215;4;B: lower leak origin
2;0,72;210;210;4;B: lower leak origin
2;0,72;215;215;4;B: lower leak origin
2;0,72;221;221;4;B: lower leak origin
2;0,72;236;236;4;B: lower leak origin
2;0,72;295;295;4;B: lower leak origin
2;0,72;258;258;4;B: lower leak origin
2;0,72;254;254;4;B: lower leak origin
2;0,72;252;252;4;B: lower leak origin
2;0,72;257;257;4;B: lower leak origin
2;0,72;257;257;4;B: lower leak origin
2;0,72;417;417;4;B: lower leak origin
2;0,72;901;901;4;B: lower leak origin
2;0,72;707;707;4;B: lower leak origin
2;0,72;593;593;4;B: lower leak origin
2;0,72;565;565;4;B: lower leak origin
2;0,72;405;405;4;B: lower leak origin
2;0,72;342;342;4;B: lower leak origin
2;0,72;324;324;4;B: lower leak origin
2;0,72;293;293;4;B: lower leak origin
2;0,72;261;261;4;B: lower leak origin
2;0,72;235;235;4;B: lower leak origin
2;0,72;210;210;4;B: lower leak origin
2;0,72;203;203;4;B: lower leak origin
2;0,72;210;210;4;B: lower leak origin
2;0,72;219;219;4;B: lower leak origin
2;0,72;216;216;4;B: lower leak origin
2;0,72;215;215;4;B: lower leak origin
2;0,72;214;214;4;B: lower leak origin
2;0,72;211;211;4;B: lower leak origin
2;0,72;212;212;4;B: lower leak origin
2;0,72;214;214;4;B: lower leak origin
2;0,72;216;216;4;B: lower leak origin
2;0,72;221;221;4;B: lower leak origin
2;0,72;222;222;4;B: lower leak origin
2;0,72;228;228;4;B: lower leak origin
2;0,72;226;226;4;B: lower leak origin
2;0,72;226;226;4;B: lower leak origin
2;0,72;227;227;4;B: lower leak origin
2;0,72;242;242;4;B: lower leak origin
2;0,72;296;296;4;B: lower leak origin
2;0,72;315;315;4;B: lower leak origin
2;0,72;310;310;4;B: lower leak origin
2;0,72;303;303;4;B: lower leak origin
2;0,72;292;292;4;B: lower leak origin
2;0,72;291;291;4;B: lower leak origin
2;0,72;254;254;4;B: lower leak origin
2;0,72;271;271;4;B: lower leak origin
2;0,72;323;323;4;B: lower leak origin
2;0,72;341;341;4;B: lower leak origin
2;0,72;363;363;4;B: lower leak origin
2;0,72;391;391;4;B: lower leak origin
2;0,72;389;389;4;B: lower leak origin
2;0,72;382;382;4;B: lower leak origin
2;0,72;296;296;4;B: lower leak origin
2;0,72;275;275;4;B: lower leak origin
2;0,72;258;258;4;B: lower leak origin
2;0,72;284;284;4;B: lower leak origin
2;0,72;294;294;4;B: lower leak origin
2;0,72;308;308;4;B: lower leak origin
2;0,72;334;334;4;B: lower leak origin
2;0,72;345;345;4;B: lower leak origin
2;0,72;417;417;4;B: lower leak origin
2;0,72;1346;1346;4;B: lower leak origin
2;0,72;1905;1905;4;B: lower leak origin
2;0,72;1056;1056;4;B: lower leak origin
2;0,72;786;786;4;B: lower leak origin
2;0,72;915;915;4;B: lower leak origin
2;0,72;966;966;4;B: lower leak origin
2;0,72;850;850;4;B: lower leak origin
2;0,72;889;889;4;B: lower leak origin
2;0,72;882;882;4;B: lower leak origin
2;0,72;739;739;4;B: lower leak origin
2;0,72;670;670;4;B: lower leak origin
2;0,72;622;622;4;B: lower leak origin
2;0,72;634;634;4;B: lower leak origin
2;0,72;642;642;4;B: lower leak origin
2;0,72;591;591;4;B: lower leak origin
2;0,72;554;554;4;B: lower leak origin
2;0,72;527;527;4;B: lower leak origin
2;0,72;513;513;4;B: lower leak origin
2;0,72;622;622;4;B: lower leak origin
2;0,72;2801;2801;4;B: lower leak origin
2;0,72;2432;2432;4;B: lower leak origin
2;0,72;1159;1159;4;B: lower leak origin
2;0,72;1263;1263;4;B: lower leak origin
2;0,72;2697;2697;4;B: lower leak origin
2;0,72;3007;3007;4;B: lower leak origin
2;0,72;2326;2326;4;B: lower leak origin
2;0,72;2433;2433;4;B: lower leak origin
2;0,72;2839;2839;4;B: lower leak origin
2;0,72;1851;1851;4;B: lower leak origin
2;0,72;1515;1515;4;B: lower leak origin
2;0,72;2210;2210;4;B: lower leak origin
2;0,72;2513;2513;4;B: lower leak origin
2;0,72;2032;2032;4;B: lower leak origin
3;1,08;277;277;4;B: lower leak origin
3;1,08;239;239;4;B: lower leak origin
3;1,08;229;229;4;B: lower leak origin
3;1,08;264;264;4;B: lower leak origin
3;1,08;1204;1204;4;B: lower leak origin
3;1,08;973;973;4;B: lower leak origin
3;1,08;594;594;4;B: lower leak origin
3;1,08;409;409;4;B: lower leak origin
3;1,08;291;291;4;B: lower leak origin
3;1,08;338;338;4;B: lower leak origin
3;1,08;234;234;4;B: lower leak origin
3;1,08;227;227;4;B: lower leak origin
3;1,08;214;214;4;B: lower leak origin
3;1,08;275;275;4;B: lower leak origin
3;1,08;311;311;4;B: lower leak origin
3;1,08;450;450;4;B: lower leak origin
3;1,08;382;382;4;B: lower leak origin
3;1,08;247;247;4;B: lower leak origin
3;1,08;226;226;4;B: lower leak origin
3;1,08;214;214;4;B: lower leak origin
3;1,08;235;235;4;B: lower leak origin
3;1,08;240;240;4;B: lower leak origin
3;1,08;221;221;4;B: lower leak origin
3;1,08;265;265;4;B: lower leak origin
3;1,08;335;335;4;B: lower leak origin
3;1,08;250;250;4;B: lower leak origin
3;1,08;241;241;4;B: lower leak origin
3;1,08;259;259;4;B: lower leak origin
3;1,08;219;219;4;B: lower leak origin
3;1,08;212;212;4;B: lower leak origin
3;1,08;214;214;4;B: lower leak origin
3;1,08;342;342;4;B: lower leak origin
3;1,08;452;452;4;B: lower leak origin
3;1,08;362;362;4;B: lower leak origin
3;1,08;706;706;4;B: lower leak origin
3;1,08;431;431;4;B: lower leak origin
3;1,08;421;421;4;B: lower leak origin
3;1,08;1388;1388;4;B: lower leak origin
3;1,08;1127;1127;4;B: lower leak origin
3;1,08;1134;1134;4;B: lower leak origin
3;1,08;1861;1861;4;B: lower leak origin
3;1,08;2225;2225;4;B: lower leak origin
3;1,08;2619;2619;4;B: lower leak origin
3;1,08;2372;2372;4;B: lower leak origin
3;1,08;1784;1784;4;B: lower leak origin
3;1,08;1114;1114;4;B: lower leak origin
3;1,08;852;852;4;B: lower leak origin
3;1,08;706;706;4;B: lower leak origin
3;1,08;915;915;4;B: lower leak origin
3;1,08;1112;1112;4;B: lower leak origin
3;1,08;1247;1247;4;B: lower leak origin
3;1,08;1479;1479;4;B: lower leak origin
3;1,08;1649;1649;4;B: lower leak origin
3;1,08;1596;1596;4;B: lower leak origin
3;1,08;1408;1408;4;B: lower leak origin
3;1,08;1346;1346;4;B: lower leak origin
3;1,08;1259;1259;4;B: lower leak origin
3;1,08;1160;1160;4;B: lower leak origin
3;1,08;964;964;4;B: lower leak origin
3;1,08;658;658;4;B: lower leak origin
3;1,08;607;607;4;B: lower leak origin
3;1,08;515;515;4;B: lower leak origin
3;1,08;465;465;4;B: lower leak origin
3;1,08;512;512;4;B: lower leak origin
3;1,08;606;606;4;B: lower leak origin
3;1,08;705;705;4;B: lower leak origin
3;1,08;721;721;4;B: lower leak origin
3;1,08;740;740;4;B: lower leak origin
3;1,08;716;716;4;B: lower leak origin
3;1,08;1055;1055;4;B: lower leak origin
3;1,08;3642;3642;4;B: lower leak origin
3;1,08;4447;4447;4;B: lower leak origin
3;1,08;4690;4690;4;B: lower leak origin
3;1,08;5029;5029;4;B: lower leak origin
3;1,08;5084;5084;4;B: lower leak origin
3;1,08;4330;4330;4;B: lower leak origin
3;1,08;3231;3231;4;B: lower leak origin
3;1,08;1984;1984;4;B: lower leak origin
3;1,08;1208;1208;4;B: lower leak origin
3;1,08;1158;1158;4;B: lower leak origin
3;1,08;1772;1772;4;B: lower leak origin
3;1,08;1790;1790;4;B: lower leak origin
3;1,08;1390;1390;4;B: lower leak origin
3;1,08;1062;1062;4;B: lower leak origin
3;1,08;1033;1033;4;B: lower leak origin
3;1,08;738;738;4;B: lower leak origin
3;1,08;495;495;4;B: lower leak origin
3;1,08;449;449;4;B: lower leak origin
3;1,08;392;392;4;B: lower leak origin
3;1,08;362;362;4;B: lower leak origin
3;1,08;346;346;4;B: lower leak origin
3;1,08;354;354;4;B: lower leak origin
3;1,08;343;343;4;B: lower leak origin
3;1,08;320;320;4;B: lower leak origin
3;1,08;327;327;4;B: lower leak origin
3;1,08;347;347;4;B: lower leak origin
3;1,08;351;351;4;B: lower leak origin
3;1,08;382;382;4;B: lower leak origin
3;1,08;485;485;4;B: lower leak origin
3;1,08;375;375;4;B: lower leak origin
3;1,08;339;339;4;B: lower leak origin
3;1,08;337;337;4;B: lower leak origin
4;1,44;591;591;4;B: lower leak origin
4;1,44;722;722;4;B: lower leak origin
4;1,44;726;726;4;B: lower leak origin
4;1,44;558;558;4;B: lower leak origin
4;1,44;493;493;4;B: lower leak origin
4;1,44;464;464;4;B: lower leak origin
4;1,44;470;470;4;B: lower leak origin
4;1,44;424;424;4;B: lower leak origin
4;1,44;430;430;4;B: lower leak origin
4;1,44;536;536;4;B: lower leak origin
4;1,44;498;498;4;B: lower leak origin
4;1,44;522;522;4;B: lower leak origin
4;1,44;650;650;4;B: lower leak origin
4;1,44;733;733;4;B: lower leak origin
4;1,44;2059;2059;4;B: lower leak origin
4;1,44;1110;1110;4;B: lower leak origin
4;1,44;1709;1709;4;B: lower leak origin
4;1,44;2440;2440;4;B: lower leak origin
4;1,44;1467;1467;4;B: lower leak origin
4;1,44;815;815;4;B: lower leak origin
4;1,44;1149;1149;4;B: lower leak origin
4;1,44;2885;2885;4;B: lower leak origin
4;1,44;2041;2041;4;B: lower leak origin
4;1,44;2242;2242;4;B: lower leak origin
4;1,44;2053;2053;4;B: lower leak origin
4;1,44;1715;1715;4;B: lower leak origin
4;1,44;2864;2864;4;B: lower leak origin
4;1,44;3201;3201;4;B: lower leak origin
4;1,44;1299;1299;4;B: lower leak origin
4;1,44;739;739;4;B: lower leak origin
4;1,44;567;567;4;B: lower leak origin
4;1,44;460;460;4;B: lower leak origin
4;1,44;454;454;4;B: lower leak origin
4;1,44;472;472;4;B: lower leak origin
4;1,44;489;489;4;B: lower leak origin
4;1,44;494;494;4;B: lower leak origin
4;1,44;460;460;4;B: lower leak origin
4;1,44;396;396;4;B: lower leak origin
4;1,44;387;387;4;B: lower leak origin
4;1,44;390;390;4;B: lower leak origin
4;1,44;549;549;4;B: lower leak origin
4;1,44;1194;1194;4;B: lower leak origin
4;1,44;1624;1624;4;B: lower leak origin
4;1,44;747;747;4;B: lower leak origin
4;1,44;454;454;4;B: lower leak origin
4;1,44;364;364;4;B: lower leak origin
4;1,44;364;364;4;B: lower leak origin
4;1,44;386;386;4;B: lower leak origin
4;1,44;382;382;4;B: lower leak origin
4;1,44;371;371;4;B: lower leak origin
4;1,44;497;497;4;B: lower leak origin
4;1,44;713;713;4;B: lower leak origin
4;1,44;702;702;4;B: lower leak origin
4;1,44;423;423;4;B: lower leak origin
4;1,44;363;363;4;B: lower leak origin
4;1,44;419;419;4;B: lower leak origin
4;1,44;550;550;4;B: lower leak origin
4;1,44;509;509;4;B: lower leak origin
4;1,44;469;469;4;B: lower leak origin
4;1,44;403;403;4;B: lower leak origin
4;1,44;384;384;4;B: lower leak origin
4;1,44;357;357;4;B: lower leak origin
4;1,44;346;346;4;B: lower leak origin
4;1,44;325;325;4;B: lower leak origin
4;1,44;286;286;4;B: lower leak origin
4;1,44;284;284;4;B: lower leak origin
4;1,44;281;281;4;B: lower leak origin
4;1,44;287;287;4;B: lower leak origin
4;1,44;310;310;4;B: lower leak origin
4;1,44;290;290;4;B: lower leak origin
4;1,44;291;291;4;B: lower leak origin
4;1,44;294;294;4;B: lower leak origin
4;1,44;319;319;4;B: lower leak origin
4;1,44;301;301;4;B: lower leak origin
4;1,44;311;311;4;B: lower leak origin
4;1,44;289;289;4;B: lower leak origin
4;1,44;301;301;4;B: lower leak origin
4;1,44;308;308;4;B: lower leak origin
4;1,44;314;314;4;B: lower leak origin
4;1,44;338;338;4;B: lower leak origin
4;1,44;323;323;4;B: lower leak origin
4;1,44;326;326;4;B: lower leak origin
4;1,44;339;339;4;B: lower leak origin
4;1,44;357;357;4;B: lower leak origin
4;1,44;359;359;4;B: lower leak origin
4;1,44;363;363;4;B: lower leak origin
4;1,44;366;366;4;B: lower leak origin
4;1,44;337;337;4;B: lower leak origin
4;1,44;345;345;4;B: lower leak origin
4;1,44;354;354;4;B: lower leak origin
4;1,44;350;350;4;B: lower leak origin
4;1,44;321;321;4;B: lower leak origin
4;1,44;318;318;4;B: lower leak origin
4;1,44;302;302;4;B: lower leak origin
4;1,44;290;290;4;B: lower leak origin
4;1,44;285;285;4;B: lower leak origin
4;1,44;283;283;4;B: lower leak origin
4;1,44;281;281;4;B: lower leak origin
4;1,44;292;292;4;B: lower leak origin
4;1,44;312;312;4;B: lower leak origin
4;1,44;300;300;4;B: lower leak origin
