LR_O2 l\h;LR_CH4_g\hr;LR;LR percent;SV_RAW;SV;DIST;SERIES;SPLIT
0,0348;6,97392;7;40;2057;1861;2;5cm upper;0,5
0,0348;6,97392;7;40;2021;1825;2;5cm upper;0,5
0,0348;6,97392;7;40;2103;1907;2;5cm upper;0,5
0,0348;6,97392;7;40;1971;1775;2;5cm upper;0,5
0,0348;6,97392;7;40;790;594;2;5cm upper;0,5
0,0348;6,97392;7;40;1642;1446;2;5cm upper;0,5
0,0348;6,97392;7;40;2111;1915;2;5cm upper;0,5
0,0348;6,97392;7;40;1563;1367;2;5cm upper;0,5
0,0348;6,97392;7;40;435;239;2;5cm upper;0,5
0,0348;6,97392;7;40;275;79;2;5cm upper;0,5
0,0348;6,97392;7;40;336;140;2;5cm upper;0,5
0,0348;6,97392;7;40;928;732;2;5cm upper;0,5
0,0348;6,97392;7;40;1133;937;2;5cm upper;0,5
0,0348;6,97392;7;40;1538;1342;2;5cm upper;0,5
0,0348;6,97392;7;40;2214;2018;2;5cm upper;0,5
0,0348;6,97392;7;40;1737;1541;2;5cm upper;0,5
0,0348;6,97392;7;40;1021;825;2;5cm upper;0,5
0,0348;6,97392;7;40;807;611;2;5cm upper;0,5
0,0348;6,97392;7;40;1500;1304;2;5cm upper;0,5
0,0348;6,97392;7;40;1116;920;2;5cm upper;0,5
0,0348;6,97392;7;40;785;589;2;5cm upper;0,5
0,0348;6,97392;7;40;1328;1132;2;5cm upper;0,5
0,0348;6,97392;7;40;2308;2112;2;5cm upper;0,5
0,0348;6,97392;7;40;1466;1270;2;5cm upper;0,5
0,0348;6,97392;7;40;876;680;2;5cm upper;0,5
0,0348;6,97392;7;40;1020;824;2;5cm upper;0,5
0,0348;6,97392;7;40;1307;1111;2;5cm upper;0,5
0,0348;6,97392;7;40;1983;1787;2;5cm upper;0,5
0,0348;6,97392;7;40;2374;2178;2;5cm upper;0,5
0,0348;6,97392;7;40;1778;1582;2;5cm upper;0,5
0,0348;6,97392;7;40;1258;1062;2;5cm upper;0,5
0,0348;6,97392;7;40;1991;1795;2;5cm upper;0,5
0,0348;6,97392;7;40;841;645;2;5cm upper;0,5
0,0348;6,97392;7;40;792;596;2;5cm upper;0,5
0,0348;6,97392;7;40;1634;1438;2;5cm upper;0,5
0,0348;6,97392;7;40;2121;1925;2;5cm upper;0,5
0,0348;6,97392;7;40;1965;1769;2;5cm upper;0,5
0,0348;6,97392;7;40;2333;2137;2;5cm upper;0,5
0,0348;6,97392;7;40;1392;1196;2;5cm upper;0,5
0,0348;6,97392;7;40;1505;1309;2;5cm upper;0,5
0,0348;6,97392;7;40;1596;1400;2;5cm upper;0,5
0,0348;6,97392;7;40;1465;1269;2;5cm upper;0,5
0,0348;6,97392;7;40;2155;1959;2;5cm upper;0,5
0,0348;6,97392;7;40;2690;2494;2;5cm upper;0,5
0,0348;6,97392;7;40;1566;1370;2;5cm upper;0,5
0,0348;6,97392;7;40;1585;1389;2;5cm upper;0,5
0,0348;6,97392;7;40;1546;1350;2;5cm upper;0,5
0,0348;6,97392;7;40;2861;2665;2;5cm upper;0,5
0,0348;6,97392;7;40;2040;1844;2;5cm upper;0,5
0,0348;6,97392;7;40;2143;1947;2;5cm upper;0,5
0,0348;6,97392;7;40;1982;1786;2;5cm upper;0,5
0,0348;6,97392;7;40;1319;1123;2;5cm upper;0,5
0,0348;6,97392;7;40;1641;1445;2;5cm upper;0,5
0,0348;6,97392;7;40;2632;2436;2;5cm upper;0,5
0,0348;6,97392;7;40;1989;1793;2;5cm upper;0,5
0,0348;6,97392;7;40;1511;1315;2;5cm upper;0,5
0,0348;6,97392;7;40;1428;1232;2;5cm upper;0,5
0,0348;6,97392;7;40;1471;1275;2;5cm upper;0,5
0,0348;6,97392;7;40;1809;1613;2;5cm upper;0,5
0,0348;6,97392;7;40;1481;1285;2;5cm upper;0,5
0,0348;6,97392;7;40;1532;1336;2;5cm upper;0,5
0,0348;6,97392;7;40;1699;1503;2;5cm upper;0,5
0,0348;6,97392;7;40;1511;1315;2;5cm upper;0,5
0,0348;6,97392;7;40;1756;1560;2;5cm upper;0,5
0,0348;6,97392;7;40;1080;884;2;5cm upper;0,5
0,0348;6,97392;7;40;1570;1374;2;5cm upper;0,5
0,0348;6,97392;7;40;1713;1517;2;5cm upper;0,5
0,0348;6,97392;7;40;1626;1430;2;5cm upper;0,5
0,0348;6,97392;7;40;2113;1917;2;5cm upper;0,5
0,0348;6,97392;7;40;2165;1969;2;5cm upper;0,5
0,0348;6,97392;7;40;1934;1738;2;5cm upper;0,5
0,0348;6,97392;7;40;2214;2018;2;5cm upper;0,5
0,0348;6,97392;7;40;1649;1453;2;5cm upper;0,5
0,0348;6,97392;7;40;1520;1324;2;5cm upper;0,5
0,0348;6,97392;7;40;1527;1331;2;5cm upper;0,5
0,0348;6,97392;7;40;1667;1471;2;5cm upper;0,5
0,0348;6,97392;7;40;2255;2059;2;5cm upper;0,5
0,0348;6,97392;7;40;2387;1766;4;5cm upper;0,5
0,0348;6,97392;7;40;2760;2139;4;5cm upper;0,5
0,0348;6,97392;7;40;2270;1649;4;5cm upper;0,5
0,0348;6,97392;7;40;2329;1708;4;5cm upper;0,5
0,0348;6,97392;7;40;3060;2439;4;5cm upper;0,5
0,0348;6,97392;7;40;3636;3015;4;5cm upper;0,5
0,0348;6,97392;7;40;3843;3222;4;5cm upper;0,5
0,0348;6,97392;7;40;2253;1632;4;5cm upper;0,5
0,0348;6,97392;7;40;1658;1037;4;5cm upper;0,5
0,0348;6,97392;7;40;1997;1376;4;5cm upper;0,5
0,0348;6,97392;7;40;2453;1832;4;5cm upper;0,5
0,0348;6,97392;7;40;2770;2149;4;5cm upper;0,5
0,0348;6,97392;7;40;2304;1683;4;5cm upper;0,5
0,0348;6,97392;7;40;1688;1067;4;5cm upper;0,5
0,0348;6,97392;7;40;1623;1002;4;5cm upper;0,5
0,0348;6,97392;7;40;1585;964;4;5cm upper;0,5
0,0348;6,97392;7;40;1612;991;4;5cm upper;0,5
0,0348;6,97392;7;40;1075;454;4;5cm upper;0,5
0,0348;6,97392;7;40;1682;1061;4;5cm upper;0,5
0,0348;6,97392;7;40;3059;2438;4;5cm upper;0,5
0,0348;6,97392;7;40;2431;1810;4;5cm upper;0,5
0,0348;6,97392;7;40;2685;2064;4;5cm upper;0,5
0,0348;6,97392;7;40;2155;1534;4;5cm upper;0,5
0,0348;6,97392;7;40;1681;1060;4;5cm upper;0,5
0,0348;6,97392;7;40;1528;907;4;5cm upper;0,5
0,0348;6,97392;7;40;1604;983;4;5cm upper;0,5
0,0348;6,97392;7;40;1914;1293;4;5cm upper;0,5
0,0348;6,97392;7;40;2621;2000;4;5cm upper;0,5
0,0348;6,97392;7;40;2426;1805;4;5cm upper;0,5
0,0348;6,97392;7;40;2479;1858;4;5cm upper;0,5
0,0348;6,97392;7;40;2456;1835;4;5cm upper;0,5
0,0348;6,97392;7;40;2881;2260;4;5cm upper;0,5
0,0348;6,97392;7;40;2662;2041;4;5cm upper;0,5
0,0348;6,97392;7;40;2491;1870;4;5cm upper;0,5
0,0348;6,97392;7;40;2622;2001;4;5cm upper;0,5
0,0348;6,97392;7;40;3068;2447;4;5cm upper;0,5
0,0348;6,97392;7;40;2616;1995;4;5cm upper;0,5
0,0348;6,97392;7;40;2711;2090;4;5cm upper;0,5
0,0348;6,97392;7;40;2083;1462;4;5cm upper;0,5
0,0348;6,97392;7;40;1975;1354;4;5cm upper;0,5
0,0348;6,97392;7;40;1909;1288;4;5cm upper;0,5
0,0348;6,97392;7;40;1141;520;4;5cm upper;0,5
0,0348;6,97392;7;40;1567;946;4;5cm upper;0,5
0,0348;6,97392;7;40;2170;1549;4;5cm upper;0,5
0,0348;6,97392;7;40;2482;1861;4;5cm upper;0,5
0,0348;6,97392;7;40;2732;2111;4;5cm upper;0,5
0,0348;6,97392;7;40;2190;1569;4;5cm upper;0,5
0,0348;6,97392;7;40;2265;1644;4;5cm upper;0,5
0,0348;6,97392;7;40;2380;1759;4;5cm upper;0,5
0,0348;6,97392;7;40;2175;1554;4;5cm upper;0,5
0,0348;6,97392;7;40;2033;1412;4;5cm upper;0,5
0,0348;6,97392;7;40;1741;1120;4;5cm upper;0,5
0,0348;6,97392;7;40;1570;949;4;5cm upper;0,5
0,0348;6,97392;7;40;1685;1064;4;5cm upper;0,5
0,0348;6,97392;7;40;2068;1447;4;5cm upper;0,5
0,0348;6,97392;7;40;2524;1903;4;5cm upper;0,5
0,0348;6,97392;7;40;2695;2074;4;5cm upper;0,5
0,0348;6,97392;7;40;2859;2238;4;5cm upper;0,5
0,0348;6,97392;7;40;2369;1748;4;5cm upper;0,5
0,0348;6,97392;7;40;1887;1266;4;5cm upper;0,5
0,0348;6,97392;7;40;2452;1831;4;5cm upper;0,5
0,0348;6,97392;7;40;2396;1775;4;5cm upper;0,5
0,0348;6,97392;7;40;1718;1097;4;5cm upper;0,5
0,0348;6,97392;7;40;1363;742;4;5cm upper;0,5
0,0348;6,97392;7;40;1546;925;4;5cm upper;0,5
0,0348;6,97392;7;40;1197;576;4;5cm upper;0,5
0,0348;6,97392;7;40;792;171;4;5cm upper;0,5
0,0348;6,97392;7;40;696;75;4;5cm upper;0,5
0,0348;6,97392;7;40;677;56;4;5cm upper;0,5
0,0348;6,97392;7;40;689;68;4;5cm upper;0,5
0,0348;6,97392;7;40;716;95;4;5cm upper;0,5
0,0348;6,97392;7;40;703;82;4;5cm upper;0,5
0,0348;6,97392;7;40;850;229;4;5cm upper;0,5
0,0348;6,97392;7;40;1144;523;4;5cm upper;0,5
0,0348;6,97392;7;40;1698;1077;4;5cm upper;0,5
0,0348;6,97392;7;40;2035;1414;4;5cm upper;0,5
0,0348;6,97392;7;40;2356;1735;4;5cm upper;0,5
0,0348;6,97392;7;40;2861;2240;4;5cm upper;0,5
0,0348;6,97392;7;40;2471;1850;4;5cm upper;0,5
0,0348;6,97392;7;40;2178;1557;4;5cm upper;0,5
0,0348;6,97392;7;40;2150;1529;4;5cm upper;0,5
0,0348;6,97392;7;40;2274;1653;4;5cm upper;0,5
0,0348;6,97392;7;40;2030;1409;4;5cm upper;0,5
0,0348;6,97392;7;40;2002;1381;4;5cm upper;0,5
0,0348;6,97392;7;40;2265;1644;4;5cm upper;0,5
0,0348;6,97392;7;40;2312;1691;4;5cm upper;0,5
0,0348;6,97392;7;40;1964;1343;4;5cm upper;0,5
0,0348;6,97392;7;40;1904;1283;4;5cm upper;0,5
0,0348;6,97392;7;40;1479;858;4;5cm upper;0,5
0,0348;6,97392;7;40;1745;1124;4;5cm upper;0,5
0,0348;6,97392;7;40;2299;1678;4;5cm upper;0,5
0,0348;6,97392;7;40;2334;1713;4;5cm upper;0,5
0,0348;6,97392;7;40;2514;1893;4;5cm upper;0,5
0,0348;6,97392;7;40;2619;1998;4;5cm upper;0,5
0,0348;6,97392;7;40;2628;2007;4;5cm upper;0,5
0,0348;6,97392;7;40;2495;1874;4;5cm upper;0,5
0,0348;6,97392;7;40;1843;1222;4;5cm upper;0,5
0,0348;6,97392;7;40;2350;1729;4;5cm upper;0,5
0,0348;6,97392;7;40;2420;1799;4;5cm upper;0,5
0,0348;6,97392;7;40;2326;1705;4;5cm upper;0,5
0,0348;6,97392;7;40;2592;1971;4;5cm upper;0,5
0,057;11,4228;11;60;3289;3229;2;at point;0,5
0,057;11,4228;11;60;3177;3117;2;at point;0,5
0,057;11,4228;11;60;3085;3025;2;at point;0,5
0,057;11,4228;11;60;3131;3071;2;at point;0,5
0,057;11,4228;11;60;2867;2807;2;at point;0,5
0,057;11,4228;11;60;2923;2863;2;at point;0,5
0,057;11,4228;11;60;2822;2762;2;at point;0,5
0,057;11,4228;11;60;2835;2775;2;at point;0,5
0,057;11,4228;11;60;3020;2960;2;at point;0,5
0,057;11,4228;11;60;3043;2983;2;at point;0,5
0,057;11,4228;11;60;3047;2987;2;at point;0,5
0,057;11,4228;11;60;2827;2767;2;at point;0,5
0,057;11,4228;11;60;2747;2687;2;at point;0,5
0,057;11,4228;11;60;2571;2511;2;at point;0,5
0,057;11,4228;11;60;2558;2498;2;at point;0,5
0,057;11,4228;11;60;2229;2169;2;at point;0,5
0,057;11,4228;11;60;2224;2164;2;at point;0,5
0,057;11,4228;11;60;2336;2276;2;at point;0,5
0,057;11,4228;11;60;2551;2491;2;at point;0,5
0,057;11,4228;11;60;2399;2339;2;at point;0,5
0,057;11,4228;11;60;2337;2277;2;at point;0,5
0,057;11,4228;11;60;1942;1882;2;at point;0,5
0,057;11,4228;11;60;1789;1729;2;at point;0,5
0,057;11,4228;11;60;2059;1999;2;at point;0,5
0,057;11,4228;11;60;2851;2791;2;at point;0,5
0,057;11,4228;11;60;3006;2946;2;at point;0,5
0,057;11,4228;11;60;2821;2761;2;at point;0,5
0,057;11,4228;11;60;2916;2856;2;at point;0,5
0,057;11,4228;11;60;2767;2707;2;at point;0,5
0,057;11,4228;11;60;2749;2689;2;at point;0,5
0,057;11,4228;11;60;2336;2276;2;at point;0,5
0,057;11,4228;11;60;1877;1817;2;at point;0,5
0,057;11,4228;11;60;2153;2093;2;at point;0,5
0,057;11,4228;11;60;2829;2769;2;at point;0,5
0,057;11,4228;11;60;2995;2935;2;at point;0,5
0,057;11,4228;11;60;2895;2835;2;at point;0,5
0,057;11,4228;11;60;2910;2850;2;at point;0,5
0,057;11,4228;11;60;4512;4452;2;at point;0,5
0,057;11,4228;11;60;3542;3482;2;at point;0,5
0,057;11,4228;11;60;2957;2897;2;at point;0,5
0,057;11,4228;11;60;2642;2582;2;at point;0,5
0,057;11,4228;11;60;2599;2539;2;at point;0,5
0,057;11,4228;11;60;2237;2177;2;at point;0,5
0,057;11,4228;11;60;3004;2944;2;at point;0,5
0,057;11,4228;11;60;2595;2535;2;at point;0,5
0,057;11,4228;11;60;2824;2764;2;at point;0,5
0,057;11,4228;11;60;2476;2416;2;at point;0,5
0,057;11,4228;11;60;2210;2150;2;at point;0,5
0,057;11,4228;11;60;2549;2489;2;at point;0,5
0,057;11,4228;11;60;2607;2547;2;at point;0,5
0,057;11,4228;11;60;2490;2430;2;at point;0,5
0,057;11,4228;11;60;2496;2436;2;at point;0,5
0,057;11,4228;11;60;2431;2371;2;at point;0,5
0,057;11,4228;11;60;2322;2262;2;at point;0,5
0,057;11,4228;11;60;2084;2024;2;at point;0,5
0,057;11,4228;11;60;2049;1989;2;at point;0,5
0,057;11,4228;11;60;2117;2057;2;at point;0,5
0,057;11,4228;11;60;2241;2181;2;at point;0,5
0,057;11,4228;11;60;2197;2137;2;at point;0,5
0,057;11,4228;11;60;2269;2209;2;at point;0,5
0,057;11,4228;11;60;2293;2233;2;at point;0,5
0,057;11,4228;11;60;2467;2407;2;at point;0,5
0,057;11,4228;11;60;2351;2291;2;at point;0,5
0,057;11,4228;11;60;2321;2261;2;at point;0,5
0,057;11,4228;11;60;2499;2439;2;at point;0,5
0,057;11,4228;11;60;2400;2340;2;at point;0,5
0,057;11,4228;11;60;2096;2036;2;at point;0,5
0,057;11,4228;11;60;2087;2027;2;at point;0,5
0,057;11,4228;11;60;2410;2350;2;at point;0,5
0,057;11,4228;11;60;2544;2484;2;at point;0,5
0,057;11,4228;11;60;2624;2564;2;at point;0,5
0,057;11,4228;11;60;2636;2576;2;at point;0,5
0,057;11,4228;11;60;2573;2513;2;at point;0,5
0,057;11,4228;11;60;2530;2470;2;at point;0,5
0,057;11,4228;11;60;2488;2428;2;at point;0,5
0,057;11,4228;11;60;2598;2538;2;at point;0,5
0,057;11,4228;11;60;2608;2548;2;at point;0,5
0,057;11,4228;11;60;2565;2505;2;at point;0,5
0,057;11,4228;11;60;2410;2350;2;at point;0,5
0,057;11,4228;11;60;2275;2215;2;at point;0,5
0,057;11,4228;11;60;2334;2274;2;at point;0,5
0,057;11,4228;11;60;2501;2441;2;at point;0,5
0,057;11,4228;11;60;2436;2376;2;at point;0,5
0,057;11,4228;11;60;2428;2368;2;at point;0,5
0,057;11,4228;11;60;2420;2360;2;at point;0,5
0,057;11,4228;11;60;2343;2283;2;at point;0,5
0,057;11,4228;11;60;2178;2118;2;at point;0,5
0,057;11,4228;11;60;2135;2075;2;at point;0,5
0,057;11,4228;11;60;2095;2035;2;at point;0,5
0,057;11,4228;11;60;2011;1951;2;at point;0,5
0,057;11,4228;11;60;2055;1995;2;at point;0,5
0,057;11,4228;11;60;2116;2056;2;at point;0,5
0,057;11,4228;11;60;2094;2034;2;at point;0,5
0,057;11,4228;11;60;2128;2068;2;at point;0,5
0,057;11,4228;11;60;2146;2086;2;at point;0,5
0,057;11,4228;11;60;2140;2080;2;at point;0,5
0,057;11,4228;11;60;2207;2147;2;at point;0,5
0,057;11,4228;11;60;2339;2279;2;at point;0,5
0,057;11,4228;11;60;2158;2098;2;at point;0,5
0,057;11,4228;11;60;2163;2103;2;at point;0,5
0,057;11,4228;11;60;2058;1998;2;at point;0,5
0,057;11,4228;11;60;2149;2089;2;at point;0,5
0,057;11,4228;11;60;2066;1521;4;at point;0,5
0,057;11,4228;11;60;2049;1504;4;at point;0,5
0,057;11,4228;11;60;2071;1526;4;at point;0,5
0,057;11,4228;11;60;2090;1545;4;at point;0,5
0,057;11,4228;11;60;2051;1506;4;at point;0,5
0,057;11,4228;11;60;2034;1489;4;at point;0,5
0,057;11,4228;11;60;2093;1548;4;at point;0,5
0,057;11,4228;11;60;2134;1589;4;at point;0,5
0,057;11,4228;11;60;2145;1600;4;at point;0,5
0,057;11,4228;11;60;2087;1542;4;at point;0,5
0,057;11,4228;11;60;2042;1497;4;at point;0,5
0,057;11,4228;11;60;2086;1541;4;at point;0,5
0,057;11,4228;11;60;2062;1517;4;at point;0,5
0,057;11,4228;11;60;2045;1500;4;at point;0,5
0,057;11,4228;11;60;2065;1520;4;at point;0,5
0,057;11,4228;11;60;2062;1517;4;at point;0,5
0,057;11,4228;11;60;2077;1532;4;at point;0,5
0,057;11,4228;11;60;2027;1482;4;at point;0,5
0,057;11,4228;11;60;2015;1470;4;at point;0,5
0,057;11,4228;11;60;2031;1486;4;at point;0,5
0,057;11,4228;11;60;2011;1466;4;at point;0,5
0,057;11,4228;11;60;2029;1484;4;at point;0,5
0,057;11,4228;11;60;2064;1519;4;at point;0,5
0,057;11,4228;11;60;2044;1499;4;at point;0,5
0,057;11,4228;11;60;2008;1463;4;at point;0,5
0,057;11,4228;11;60;2033;1488;4;at point;0,5
0,057;11,4228;11;60;2059;1514;4;at point;0,5
0,057;11,4228;11;60;2050;1505;4;at point;0,5
0,057;11,4228;11;60;2040;1495;4;at point;0,5
0,057;11,4228;11;60;2047;1502;4;at point;0,5
0,057;11,4228;11;60;2082;1537;4;at point;0,5
0,057;11,4228;11;60;2077;1532;4;at point;0,5
0,057;11,4228;11;60;2042;1497;4;at point;0,5
0,057;11,4228;11;60;2059;1514;4;at point;0,5
0,057;11,4228;11;60;2083;1538;4;at point;0,5
0,057;11,4228;11;60;2045;1500;4;at point;0,5
0,057;11,4228;11;60;2112;1567;4;at point;0,5
0,057;11,4228;11;60;2109;1564;4;at point;0,5
0,057;11,4228;11;60;2108;1563;4;at point;0,5
0,057;11,4228;11;60;2079;1534;4;at point;0,5
0,057;11,4228;11;60;2036;1491;4;at point;0,5
0,057;11,4228;11;60;2040;1495;4;at point;0,5
0,057;11,4228;11;60;1999;1454;4;at point;0,5
0,057;11,4228;11;60;1994;1449;4;at point;0,5
0,057;11,4228;11;60;2026;1481;4;at point;0,5
0,057;11,4228;11;60;2042;1497;4;at point;0,5
0,057;11,4228;11;60;2016;1471;4;at point;0,5
0,057;11,4228;11;60;2023;1478;4;at point;0,5
0,057;11,4228;11;60;2055;1510;4;at point;0,5
0,057;11,4228;11;60;2029;1484;4;at point;0,5
0,057;11,4228;11;60;2028;1483;4;at point;0,5
0,057;11,4228;11;60;2025;1480;4;at point;0,5
0,057;11,4228;11;60;2027;1482;4;at point;0,5
0,057;11,4228;11;60;1983;1438;4;at point;0,5
0,057;11,4228;11;60;1986;1441;4;at point;0,5
0,057;11,4228;11;60;1998;1453;4;at point;0,5
0,057;11,4228;11;60;2012;1467;4;at point;0,5
0,057;11,4228;11;60;2019;1474;4;at point;0,5
0,057;11,4228;11;60;2017;1472;4;at point;0,5
0,057;11,4228;11;60;2011;1466;4;at point;0,5
0,057;11,4228;11;60;2037;1492;4;at point;0,5
0,057;11,4228;11;60;2049;1504;4;at point;0,5
0,057;11,4228;11;60;2068;1523;4;at point;0,5
0,057;11,4228;11;60;2129;1584;4;at point;0,5
0,057;11,4228;11;60;2106;1561;4;at point;0,5
0,057;11,4228;11;60;2086;1541;4;at point;0,5
0,057;11,4228;11;60;2091;1546;4;at point;0,5
0,057;11,4228;11;60;2055;1510;4;at point;0,5
0,057;11,4228;11;60;2087;1542;4;at point;0,5
0,057;11,4228;11;60;2090;1545;4;at point;0,5
0,057;11,4228;11;60;2071;1526;4;at point;0,5
0,057;11,4228;11;60;2029;1484;4;at point;0,5
0,057;11,4228;11;60;2039;1494;4;at point;0,5
0,057;11,4228;11;60;2027;1482;4;at point;0,5
0,057;11,4228;11;60;2051;1506;4;at point;0,5
0,057;11,4228;11;60;2055;1510;4;at point;0,5
0,057;11,4228;11;60;2043;1498;4;at point;0,5
0,057;11,4228;11;60;2035;1490;4;at point;0,5
0,057;11,4228;11;60;2065;1520;4;at point;0,5
0,057;11,4228;11;60;2154;1609;4;at point;0,5
0,057;11,4228;11;60;2203;1658;4;at point;0,5
0,057;11,4228;11;60;2264;1719;4;at point;0,5
0,057;11,4228;11;60;2227;1682;4;at point;0,5
0,057;11,4228;11;60;2240;1695;4;at point;0,5
0,057;11,4228;11;60;2265;1720;4;at point;0,5
0,057;11,4228;11;60;2318;1773;4;at point;0,5
0,057;11,4228;11;60;2304;1759;4;at point;0,5
0,057;11,4228;11;60;2322;1777;4;at point;0,5
0,057;11,4228;11;60;2292;1747;4;at point;0,5
0,057;11,4228;11;60;2229;1684;4;at point;0,5
0,057;11,4228;11;60;2278;1733;4;at point;0,5
0,057;11,4228;11;60;2328;1783;4;at point;0,5
0,057;11,4228;11;60;2575;2030;4;at point;0,5
0,057;11,4228;11;60;2392;1847;4;at point;0,5
0,057;11,4228;11;60;2221;1676;4;at point;0,5
0,057;11,4228;11;60;2105;1560;4;at point;0,5
0,057;11,4228;11;60;2145;1600;4;at point;0,5
0,057;11,4228;11;60;2195;1650;4;at point;0,5
0,057;11,4228;11;60;2183;1638;4;at point;0,5
0,057;11,4228;11;60;2130;1585;4;at point;0,5
0,057;11,4228;11;60;2163;1618;4;at point;0,5
0,057;11,4228;11;60;636;440;2;5cm upper;0,5
0,057;11,4228;11;60;668;472;2;5cm upper;0,5
0,057;11,4228;11;60;597;401;2;5cm upper;0,5
0,057;11,4228;11;60;1673;1477;2;5cm upper;0,5
0,057;11,4228;11;60;1920;1724;2;5cm upper;0,5
0,057;11,4228;11;60;2093;1897;2;5cm upper;0,5
0,057;11,4228;11;60;2234;2038;2;5cm upper;0,5
0,057;11,4228;11;60;2137;1941;2;5cm upper;0,5
0,057;11,4228;11;60;2885;2689;2;5cm upper;0,5
0,057;11,4228;11;60;1962;1766;2;5cm upper;0,5
0,057;11,4228;11;60;1627;1431;2;5cm upper;0,5
0,057;11,4228;11;60;2992;2796;2;5cm upper;0,5
0,057;11,4228;11;60;3026;2830;2;5cm upper;0,5
0,057;11,4228;11;60;3028;2832;2;5cm upper;0,5
0,057;11,4228;11;60;1581;1385;2;5cm upper;0,5
0,057;11,4228;11;60;2094;1898;2;5cm upper;0,5
0,057;11,4228;11;60;1525;1329;2;5cm upper;0,5
0,057;11,4228;11;60;2239;2043;2;5cm upper;0,5
0,057;11,4228;11;60;3437;3241;2;5cm upper;0,5
0,057;11,4228;11;60;4848;4652;2;5cm upper;0,5
0,057;11,4228;11;60;4358;4162;2;5cm upper;0,5
0,057;11,4228;11;60;2813;2617;2;5cm upper;0,5
0,057;11,4228;11;60;2814;2618;2;5cm upper;0,5
0,057;11,4228;11;60;2727;2531;2;5cm upper;0,5
0,057;11,4228;11;60;2029;1833;2;5cm upper;0,5
0,057;11,4228;11;60;1873;1677;2;5cm upper;0,5
0,057;11,4228;11;60;2296;2100;2;5cm upper;0,5
0,057;11,4228;11;60;2716;2520;2;5cm upper;0,5
0,057;11,4228;11;60;2524;2328;2;5cm upper;0,5
0,057;11,4228;11;60;2209;2013;2;5cm upper;0,5
0,057;11,4228;11;60;2817;2621;2;5cm upper;0,5
0,057;11,4228;11;60;3053;2857;2;5cm upper;0,5
0,057;11,4228;11;60;1991;1795;2;5cm upper;0,5
0,057;11,4228;11;60;2014;1818;2;5cm upper;0,5
0,057;11,4228;11;60;1172;976;2;5cm upper;0,5
0,057;11,4228;11;60;365;169;2;5cm upper;0,5
0,057;11,4228;11;60;394;198;2;5cm upper;0,5
0,057;11,4228;11;60;399;203;2;5cm upper;0,5
0,057;11,4228;11;60;421;225;2;5cm upper;0,5
0,057;11,4228;11;60;489;293;2;5cm upper;0,5
0,057;11,4228;11;60;2225;2029;2;5cm upper;0,5
0,057;11,4228;11;60;3226;3030;2;5cm upper;0,5
0,057;11,4228;11;60;2500;2304;2;5cm upper;0,5
0,057;11,4228;11;60;2156;1960;2;5cm upper;0,5
0,057;11,4228;11;60;1924;1728;2;5cm upper;0,5
0,057;11,4228;11;60;1848;1652;2;5cm upper;0,5
0,057;11,4228;11;60;1922;1726;2;5cm upper;0,5
0,057;11,4228;11;60;1751;1555;2;5cm upper;0,5
0,057;11,4228;11;60;1845;1649;2;5cm upper;0,5
0,057;11,4228;11;60;2052;1856;2;5cm upper;0,5
0,057;11,4228;11;60;2278;2082;2;5cm upper;0,5
0,057;11,4228;11;60;2382;2186;2;5cm upper;0,5
0,057;11,4228;11;60;1989;1793;2;5cm upper;0,5
0,057;11,4228;11;60;1204;1008;2;5cm upper;0,5
0,057;11,4228;11;60;1742;1546;2;5cm upper;0,5
0,057;11,4228;11;60;2608;2412;2;5cm upper;0,5
0,057;11,4228;11;60;2278;2082;2;5cm upper;0,5
0,057;11,4228;11;60;1914;1718;2;5cm upper;0,5
0,057;11,4228;11;60;1707;1511;2;5cm upper;0,5
0,057;11,4228;11;60;2380;2184;2;5cm upper;0,5
0,057;11,4228;11;60;2658;2462;2;5cm upper;0,5
0,057;11,4228;11;60;1732;1536;2;5cm upper;0,5
0,057;11,4228;11;60;1767;1571;2;5cm upper;0,5
0,057;11,4228;11;60;2098;1902;2;5cm upper;0,5
0,057;11,4228;11;60;3078;2882;2;5cm upper;0,5
0,057;11,4228;11;60;3789;3593;2;5cm upper;0,5
0,057;11,4228;11;60;2880;2684;2;5cm upper;0,5
0,057;11,4228;11;60;2282;2086;2;5cm upper;0,5
0,057;11,4228;11;60;1388;1192;2;5cm upper;0,5
0,057;11,4228;11;60;793;597;2;5cm upper;0,5
0,057;11,4228;11;60;374;178;2;5cm upper;0,5
0,057;11,4228;11;60;599;403;2;5cm upper;0,5
0,057;11,4228;11;60;2345;2149;2;5cm upper;0,5
0,057;11,4228;11;60;1721;1100;4;5cm upper;0,5
0,057;11,4228;11;60;3192;2571;4;5cm upper;0,5
0,057;11,4228;11;60;3456;2835;4;5cm upper;0,5
0,057;11,4228;11;60;3365;2744;4;5cm upper;0,5
0,057;11,4228;11;60;2958;2337;4;5cm upper;0,5
0,057;11,4228;11;60;2295;1674;4;5cm upper;0,5
0,057;11,4228;11;60;1731;1110;4;5cm upper;0,5
0,057;11,4228;11;60;1745;1124;4;5cm upper;0,5
0,057;11,4228;11;60;2530;1909;4;5cm upper;0,5
0,057;11,4228;11;60;2803;2182;4;5cm upper;0,5
0,057;11,4228;11;60;3106;2485;4;5cm upper;0,5
0,057;11,4228;11;60;2947;2326;4;5cm upper;0,5
